,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
772416,1-107-2008-1179,107,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى,Lease to Own Registration Pre-Registration,16-07-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,467,وادي الصفا 5,Wadi Al Safa 5,سكاي كورتس D,Skycourts Tower D,794.0,سكاي كورتس,SKY COURTS,Residential Complex,ريزيدينتشل كموبليكس,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,100.54,958231.0,9530.84,,,2.0,2.0,2.0
543675,1-102-2019-21236,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-11-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,Jumeirah Gate Tower 1,Jumeirah Gate Tower 1,1790.0,جميرا غيت,Jumeirah Gate,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,139.18,3240000.0,23279.21,,,1.0,2.0,0.0
637802,2-13-2014-1507,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,24-02-2014,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,,,,,,Jumeirah Village Triangle,قرية جميرا المثلثة,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,,,0,644.57,2711500.0,4206.68,,,2.0,1.0,0.0
123770,1-102-2019-8056,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-05-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,445,جبل علي الأولى,Jabal Ali First,ذا نوك 2 -1,THE NOOK 2-1,2086.0,ذا نوك    ,The Nook,Wasl Gate,وصل جيت,موقع إكسبو 2020,Expo 2020 Site,محطة مترو الطاقة,ENERGY Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,غرفة,1 B/R,1,48.98,493000.0,10065.33,,,1.0,2.0,0.0
68876,2-190-2017-128,190,2,رهون,Mortgages,رهن بيع مبدئى,Delayed Mortgage,13-04-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,المراد تاورز,AL MURAD TOWERS,,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,75.12,663532.0,8832.96,,,1.0,1.0,0.0
1025114,1-11-2020-1792,11,1,مبايعات,Sales,بيع,Sell,17-02-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,الفتان مارين تاورز,Al Fattan Marine Towers,,,,,,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,153.55,1900000.0,12373.82,,,1.0,1.0,0.0
995530,1-102-2019-20887,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-11-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,زادا تاور,ZADA TOWER,2155.0,زادا تاور,ZADA TOWER,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,43.7,746000.0,17070.94,,,1.0,1.0,0.0
372686,1-11-2022-6830,11,1,مبايعات,Sales,بيع,Sell,01-04-2022,3,وحدة,Unit,112.0,غرفة فندقية,Hotel Rooms,ضيافة,Hospitality ,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,فايف في قرية جميرا سركل دبي,FIVE at Jumeirah Village Circle Dubai,1524.0,فايف أت جميرا فيلج سيركل دبي,Five at Jumeirah Village Circle Dubai,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,استوديو,Studio,1,47.64,500000.0,10495.38,,,1.0,1.0,0.0
207570,1-102-2014-9444,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-08-2014,3,وحدة,Unit,112.0,غرفة فندقية,Hotel Rooms,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,523,الحبية الثالثة,Al Hebiah Third,داماك هيلز - أرتيزيا  تاور ايه,DAMAC HILLS - ARTESIA TOWER A,1523.0,دماك هيلز - أرتسيا,DAMAC HILLS - ARTESIA,DAMAC HILLS,داماك هيليز,موتور سيتي,Motor City,,,,,استوديو,Studio,1,46.39,726600.0,15662.86,,,1.0,1.0,0.0
34806,2-14-2019-127,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,14-02-2019,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,3646.91,,30162.52,,,1.0,1.0,0.0
335143,1-11-2020-5050,11,1,مبايعات,Sales,بيع,Sell,08-07-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,اوكسفورد ريزيدينس 2,Oxford Residence 2,2080.0,2 اوكسفورد ريزيدينس ,OXFORD RESIDENCE 2,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,32.45,425000.0,13097.07,,,1.0,1.0,0.0
711142,1-102-2007-8979,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-08-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,برج سلافة,Sulafa Tower,40.0,برج سلافة,SULAFA TOWER,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,غرفتين,2 B/R,1,161.28,1979040.0,12270.83,,,1.0,1.0,0.0
896061,1-11-2014-8594,11,1,مبايعات,Sales,بيع,Sell,26-03-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,ويست هايتس 6,WEST HEIGHTS 6,,,,Business Bay,الخليج التجاري,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,141.68,2325625.0,16414.63,,,1.0,2.0,0.0
569731,1-11-2022-12499,11,1,مبايعات,Sales,بيع,Sell,06-06-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,465,وادي الصفا 3,Wadi Al Safa 3,SEVENTH HEAVEN,SEVENTH HEAVEN,1482.0,سفنث هفن,SEVENTH HEAVEN,,,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,175.41,2350000.0,13397.18,,,1.0,1.0,0.0
46262,1-11-2010-2192,11,1,مبايعات,Sales,بيع,Sell,25-02-2010,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,دبي جيت 1,DUBAI GATE ONE,407.0,نيو دبي جيت 1,NEW DUBAI GATE1,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,محطة مترو مارينا مول,Marina Mall Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,38.68,307310.0,7944.93,,,1.0,1.0,0.0
1031004,2-13-2014-7514,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20-10-2014,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,523,الحبية الثالثة,Al Hebiah Third,,,,,,,,,,,,,,,,0,2657.02,14870000.0,5596.5,,,1.0,1.0,0.0
428768,1-11-2016-11738,11,1,مبايعات,Sales,بيع,Sell,10-10-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,ماج 218,MAG218,1145.0,ماج 218,MAG218,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,84.36,1200000.0,14224.75,,,1.0,1.0,0.0
664017,1-11-2005-260,11,1,مبايعات,Sales,بيع,Sell,25-01-2005,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,359,الطوار الثالثه,Al Twar Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,1670000.0,1198.38,,,1.0,1.0,0.0
883560,2-13-2000-802,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04-09-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1426.06,500000.0,350.62,,,1.0,1.0,0.0
583776,2-13-2012-3382,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,30-08-2012,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,ليك شور 1 ,Lakeshore Tower 1,559.0,ليك سور تاور,LAKE SHORE TOWER,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفة,1 B/R,1,89.85,613561.0,6828.73,,,1.0,1.0,0.0
207917,1-133-2013-570,133,1,مبايعات,Sales,تسجيل حق منفعة,Development Registration,10-04-2013,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,459,مجمع دبي للاستثمار الثاني,Dubai Investment Park Second,,,,,,Dubai Investment Park Second,مجمع دبي للاستثمار الثاني,موقع إكسبو 2020,Expo 2020 Site,محطة مترو الإمارات العربية المتحدة للصرافة,UAE Exchange Metro Station,,,,,0,11929.0,128403.0,10.76,,,1.0,1.0,0.0
171355,1-11-2007-3052,11,1,مبايعات,Sales,بيع,Sell,29-10-2007,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,240,بور سعيد,Port Saeed,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الرقة,Al Rigga Metro Station,مول دبي,Dubai Mall,,,0,173.54,12500000.0,72029.5,,,1.0,1.0,0.0
705543,2-810-2017-27,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,12-01-2017,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,443,الثنيه الأولى,Al Thanyah First,ايكون تاور,ICON TOWER,318.0,برج ايكون,ICON TOWER,TECOM Site C,تيكوم سايت سي,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,مكتب,Office,1,223.62,698900.0,3125.39,,,1.0,1.0,0.0
449445,2-14-2020-626,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,09-07-2020,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,348,القوز الرابعه,Al Goze Fourth,,,,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,929.03,1050000.0,1130.21,,,1.0,1.0,0.0
825564,3-9-2023-3212,9,3,هبات,Gifts,هبه,Grant,05-06-2023,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,برج برلينجتون,BURLINGTON TOWER,46.0,برج برلنجتون,BURLINGTON TOWER,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,مكتب,Office,1,38.08,479008.0,12578.99,,,1.0,1.0,0.0
1056694,1-102-2023-13903,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-03-2023,3,وحدة,Unit,112.0,غرفة فندقية,Hotel Rooms,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,Ciel,Ciel,1740.0,سيل,Ciel,,,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,استوديو,Studio,0,8.0,635000.0,79375.0,,,1.0,1.0,0.0
1022588,1-11-2015-3615,11,1,مبايعات,Sales,بيع,Sell,23-02-2015,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جرين ليكس اس 1,GREEN LAKES S1,,,,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفتين,2 B/R,1,155.98,1950000.0,12501.6,,,1.0,2.0,0.0
657747,2-13-2016-9510,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20-12-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,نورا ريزيدنس,NOORA RESIDENCE,705.0,نورا ريزيدنس 1,NOORA RESIDENCE 1,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,استوديو,Studio,1,29.48,246600.0,8364.99,,,1.0,1.0,0.0
571496,1-102-2008-32435,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,09-09-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,برج بوتانيكا-1,BOTANICA TOWER-1,297.0,بوتانيكا,BOTANICA,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مرسى دبي,Dubai Marina,مارينا مول,Marina Mall,استوديو,Studio,1,46.15,778550.0,16869.99,,,1.0,1.0,0.0
1087682,1-102-2018-8020,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-05-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,507,اليلايس 2,Al Yelayiss 2,B  أُنا شقق,UNA APARTMENTS B,1979.0,اٌنا,UNA,TOWN SQUARE,تاون سكوير,دورة دبي للدراجات,Dubai Cycling Course,,,,,غرفة,1 B/R,1,45.02,582888.0,12947.31,,,1.0,1.0,0.0
660699,1-11-2012-14216,11,1,مبايعات,Sales,بيع,Sell,30-07-2012,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,ذي ويفز A,THE WAVES A,,,,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,151.99,800000.0,5263.5,,,1.0,2.0,0.0
329939,2-107-2016-92,107,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى,Lease to Own Registration Pre-Registration,19-09-2016,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,506,اليلايس 1,Al Yelayiss 1,,,1825.0,مجمع ريم ميرا بي أتش 4,REEM-MIRA COMMUNITY PH 4,,,دورة دبي للدراجات,Dubai Cycling Course,,,,,أربع غرف,4 B/R,0,264.03,1025500.0,3884.03,1025500.0,3884.0,2.0,2.0,2.0
1053659,1-11-2012-14899,11,1,مبايعات,Sales,بيع,Sell,13-08-2012,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,F08,F08,,,,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,67.0,255000.0,3805.97,,,1.0,1.0,0.0
796664,2-107-2005-20,107,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى,Lease to Own Registration Pre-Registration,24-06-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,برج كيان,CAYAN TOWER,130.0, برج كيان,CAYAN TOWER,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,83.67,794610.0,9496.95,794610.0,9497.0,2.0,2.0,2.0
448340,1-107-2007-936,107,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى,Lease to Own Registration Pre-Registration,26-10-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,467,وادي الصفا 5,Wadi Al Safa 5,سكاي كورتس C,Skycourts Tower C,794.0,سكاي كورتس,SKY COURTS,Residential Complex,ريزيدينتشل كموبليكس,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,114.4,850108.0,7431.01,,,2.0,2.0,2.0
285866,1-11-2018-4450,11,1,مبايعات,Sales,بيع,Sell,26-04-2018,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,,,,,,,,,,,,,,,,0,364.05,3700000.0,10163.44,,,1.0,2.0,0.0
